BatchID,BatchDate,Platform,BatchSource,TimestampCreated,TimestampUpdated
Batch-594537,2024-06-09,Illumina,Middle-Earth,2025-01-28 17:54:28.993132,2025-01-28 17:54:28.993133
Batch-957881,2024-02-15,nanopore,Narnia,2025-01-28 17:54:28.993156,2025-01-28 17:54:28.993156
Batch-040589,2024-06-04,Illumina,Hogwarts,2025-01-28 17:54:28.993174,2025-01-28 17:54:28.993175
Batch-466092,2024-07-04,nanopore,Hogwarts,2025-01-28 17:54:28.993193,2025-01-28 17:54:28.993194
Batch-318080,2023-12-09,nanopore,Pandora,2025-01-28 17:54:28.993218,2025-01-28 17:54:28.993219
Batch-642529,2024-07-21,nanopore,Hogwarts,2025-01-28 17:54:28.993237,2025-01-28 17:54:28.993238
Batch-184943,2023-09-01,Illumina,Hogwarts,2025-01-28 17:54:28.993257,2025-01-28 17:54:28.993258
Batch-413526,2023-02-25,Illumina,Wakanda,2025-01-28 17:54:28.993280,2025-01-28 17:54:28.993281
Batch-556158,2025-01-16,Illumina,Hogwarts,2025-01-28 17:54:28.993303,2025-01-28 17:54:28.993304
Batch-906767,2023-03-23,Illumina,Gilead,2025-01-28 17:54:28.993326,2025-01-28 17:54:28.993326
Batch-552460,2024-10-11,Illumina,Hogwarts,2025-01-28 17:54:28.993345,2025-01-28 17:54:28.993346
Batch-865778,2024-10-16,Illumina,Agrabah,2025-01-28 17:54:28.993364,2025-01-28 17:54:28.993364
Batch-142335,2023-02-15,nanopore,Panem,2025-01-28 17:54:28.993387,2025-01-28 17:54:28.993388
Batch-357294,2024-04-07,Illumina,Narnia,2025-01-28 17:54:28.993406,2025-01-28 17:54:28.993407
Batch-847804,2023-07-15,nanopore,Hogwarts,2025-01-28 17:54:28.993426,2025-01-28 17:54:28.993426
Batch-786771,2024-08-02,Illumina,Narnia,2025-01-28 17:54:28.993445,2025-01-28 17:54:28.993446
Batch-548642,2024-07-28,Illumina,Hogwarts,2025-01-28 17:54:28.993465,2025-01-28 17:54:28.993466
Batch-656285,2023-12-17,Illumina,Hogwarts,2025-01-28 17:54:28.993489,2025-01-28 17:54:28.993490
Batch-112998,2024-06-30,Illumina,Gilead,2025-01-28 17:54:28.993508,2025-01-28 17:54:28.993509
Batch-194179,2023-03-28,nanopore,Hogwarts,2025-01-28 17:54:28.993527,2025-01-28 17:54:28.993528
Batch-484571,2023-11-06,Illumina,Hogwarts,2025-01-28 17:54:28.993550,2025-01-28 17:54:28.993551
Batch-574464,2024-05-01,nanopore,Gilead,2025-01-28 17:54:28.993569,2025-01-28 17:54:28.993570
Batch-111071,2023-08-07,nanopore,Narnia,2025-01-28 17:54:28.993588,2025-01-28 17:54:28.993589
Batch-851932,2024-02-02,nanopore,Hogwarts,2025-01-28 17:54:28.993612,2025-01-28 17:54:28.993612
Batch-709403,2023-03-01,Illumina,Neverland,2025-01-28 17:54:28.993635,2025-01-28 17:54:28.993635
Batch-549744,2024-08-01,Illumina,Hogwarts,2025-01-28 17:54:28.993654,2025-01-28 17:54:28.993654
Batch-808985,2024-01-12,Illumina,Narnia,2025-01-28 17:54:28.993677,2025-01-28 17:54:28.993677
Batch-790676,2023-05-20,Illumina,Hogwarts,2025-01-28 17:54:28.993695,2025-01-28 17:54:28.993696
Batch-043086,2023-08-29,Illumina,Hogwarts,2025-01-28 17:54:28.993714,2025-01-28 17:54:28.993715
Batch-051571,2024-05-06,,Gilead,2025-01-28 17:54:28.993734,2025-01-28 17:54:28.993735
Batch-232474,2024-08-03,Illumina,Narnia,2025-01-28 17:54:28.993753,2025-01-28 17:54:28.993753
Batch-980745,2024-04-02,Illumina,Hogwarts,2025-01-28 17:54:28.993772,2025-01-28 17:54:28.993772
Batch-163931,2025-01-11,Illumina,Hogwarts,2025-01-28 17:54:28.993794,2025-01-28 17:54:28.993795
Batch-687043,2024-10-11,Illumina,Middle-Earth,2025-01-28 17:54:28.993814,2025-01-28 17:54:28.993814
Batch-434449,2024-01-03,Illumina,Hogwarts,2025-01-28 17:54:28.999583,2025-01-28 17:54:28.999586
Batch-593135,2024-09-28,nanopore,Hogwarts,2025-01-28 17:54:28.999628,2025-01-28 17:54:28.999629
Batch-895518,2023-11-11,nanopore,Agrabah,2025-01-28 17:54:28.999657,2025-01-28 17:54:28.999658
Batch-910143,2024-06-14,nanopore,Hogwarts,2025-01-28 17:54:28.999679,2025-01-28 17:54:28.999680
Batch-825360,2024-02-19,nanopore,Narnia,2025-01-28 17:54:28.999704,2025-01-28 17:54:28.999705
Batch-713479,2024-11-29,nanopore,Gilead,2025-01-28 17:54:28.999728,2025-01-28 17:54:28.999729
Batch-055792,2024-09-07,illumina qiaseq,Gilead,2025-01-28 17:54:28.999748,2025-01-28 17:54:28.999749
Batch-607761,2023-05-31,nanopore,Gilead,2025-01-28 17:54:28.999768,2025-01-28 17:54:28.999768
Batch-008402,2023-09-20,Illumina,Hogwarts,2025-01-28 17:54:28.999788,2025-01-28 17:54:28.999788
Batch-687112,2024-02-22,Illumina,Narnia,2025-01-28 17:54:28.999812,2025-01-28 17:54:28.999813
Batch-430010,2024-04-03,Illumina,Hogwarts,2025-01-28 17:54:28.999832,2025-01-28 17:54:28.999833
Batch-287994,2024-05-15,nanopore,Pandora,2025-01-28 17:54:28.999851,2025-01-28 17:54:28.999852
Batch-753256,2024-02-25,nanopore,Wakanda,2025-01-28 17:54:28.999875,2025-01-28 17:54:28.999876
Batch-000110,2023-04-05,nanopore,Hogwarts,2025-01-28 17:54:28.999894,2025-01-28 17:54:28.999895
Batch-289598,2024-09-24,Illumina,Middle-Earth,2025-01-28 17:54:28.999914,2025-01-28 17:54:28.999915
Batch-967756,2024-09-03,Illumina,Middle-Earth,2025-01-28 17:54:28.999934,2025-01-28 17:54:28.999934
Batch-798929,2024-03-28,nanopore,Narnia,2025-01-28 17:54:28.999957,2025-01-28 17:54:28.999958
Batch-926647,2023-02-27,nanopore,Hogwarts,2025-01-28 17:54:28.999981,2025-01-28 17:54:28.999981
Batch-271310,2023-08-02,nanopore,Hogwarts,2025-01-28 17:54:29,2025-01-28 17:54:29.000001
Batch-457788,2023-06-18,nanopore,Narnia,2025-01-28 17:54:29.000019,2025-01-28 17:54:29.000020
Batch-749442,2024-01-20,nanopore,Hogwarts,2025-01-28 17:54:29.000043,2025-01-28 17:54:29.000044
Batch-096224,2024-03-29,Illumina,Hogwarts,2025-01-28 17:54:29.000067,2025-01-28 17:54:29.000068
Batch-774831,2023-06-10,Illumina,Hogwarts,2025-01-28 17:54:29.000087,2025-01-28 17:54:29.000088
Batch-056579,2023-12-24,Illumina,Narnia,2025-01-28 17:54:29.000111,2025-01-28 17:54:29.000111
Batch-876215,2023-12-03,Illumina,Hogwarts,2025-01-28 17:54:29.000134,2025-01-28 17:54:29.000135
Batch-212300,2024-04-18,nanopore,Agrabah,2025-01-28 17:54:29.000153,2025-01-28 17:54:29.000154
Batch-397483,2024-07-29,nanopore,Hogwarts,2025-01-28 17:54:29.000173,2025-01-28 17:54:29.000173
Batch-122972,2023-03-03,nanopore,Hogwarts,2025-01-28 17:54:29.000196,2025-01-28 17:54:29.000197
Batch-450692,2023-03-29,nanopore,Hogwarts,2025-01-28 17:54:29.000216,2025-01-28 17:54:29.000217
Batch-178963,2023-04-06,Illumina,Hogwarts,2025-01-28 17:54:29.000236,2025-01-28 17:54:29.000236
Batch-863695,2024-05-14,nanopore,Hogwarts,2025-01-28 17:54:29.000255,2025-01-28 17:54:29.000256
Batch-804129,2023-11-17,nanopore,Hogwarts,2025-01-28 17:54:29.000279,2025-01-28 17:54:29.000280
Batch-318962,2025-01-18,Illumina,Hogwarts,2025-01-28 17:54:29.000303,2025-01-28 17:54:29.000304
Batch-644935,2023-12-07,Illumina,Wakanda,2025-01-28 17:54:29.000327,2025-01-28 17:54:29.000328
Batch-614785,2024-09-01,Illumina,Hogwarts,2025-01-28 17:54:29.000346,2025-01-28 17:54:29.000347
Batch-267368,2023-02-09,Illumina,Hogwarts,2025-01-28 17:54:29.000370,2025-01-28 17:54:29.000370
Batch-497303,2024-05-07,Illumina,Hogwarts,2025-01-28 17:54:29.000389,2025-01-28 17:54:29.000390
Batch-879991,2023-11-13,Illumina,Hogwarts,2025-01-28 17:54:29.000413,2025-01-28 17:54:29.000414
Batch-095310,2023-01-30,nanopore,Hogwarts,2025-01-28 17:54:29.000437,2025-01-28 17:54:29.000437
Batch-894413,2024-09-29,Illumina,Hogwarts,2025-01-28 17:54:29.000457,2025-01-28 17:54:29.000457
Batch-441374,2025-01-21,Illumina,Narnia,2025-01-28 17:54:29.000480,2025-01-28 17:54:29.000480
Batch-894254,2024-06-15,nanopore,Hogwarts,2025-01-28 17:54:29.000499,2025-01-28 17:54:29.000499
Batch-484971,2024-11-03,nanopore,Hogwarts,2025-01-28 17:54:29.000522,2025-01-28 17:54:29.000523
Batch-281829,2023-03-01,Illumina,Wakanda,2025-01-28 17:54:29.000545,2025-01-28 17:54:29.000546
Batch-496248,2023-08-15,nanopore,Hogwarts,2025-01-28 17:54:29.000564,2025-01-28 17:54:29.000565
Batch-871372,2025-01-18,Illumina,Narnia,2025-01-28 17:54:29.000587,2025-01-28 17:54:29.000588
Batch-651724,2023-02-13,Illumina,Middle-Earth,2025-01-28 17:54:29.000611,2025-01-28 17:54:29.000612
Batch-059886,2023-04-03,nanopore,Asgard,2025-01-28 17:54:29.000631,2025-01-28 17:54:29.000631
Batch-337031,2025-01-15,Illumina,Middle-Earth,2025-01-28 17:54:29.000658,2025-01-28 17:54:29.000659
Batch-816772,2023-11-24,nanopore,Wakanda,2025-01-28 17:54:29.000685,2025-01-28 17:54:29.000686
Batch-447265,2024-03-18,nanopore,Hogwarts,2025-01-28 17:54:29.000711,2025-01-28 17:54:29.000712
Batch-739322,2024-08-20,nanopore,Hogwarts,2025-01-28 17:54:29.000732,2025-01-28 17:54:29.000732
Batch-722088,2023-03-29,nanopore,Hogwarts,2025-01-28 17:54:29.000751,2025-01-28 17:54:29.000752
Batch-047889,2023-04-16,Illumina,Hogwarts,2025-01-28 17:54:29.000771,2025-01-28 17:54:29.000771
Batch-750151,2024-08-17,Illumina,Gilead,2025-01-28 17:54:29.000790,2025-01-28 17:54:29.000791
Batch-355667,2024-02-01,Illumina,Middle-Earth,2025-01-28 17:54:29.000814,2025-01-28 17:54:29.000815
Batch-551447,2023-11-09,nanopore,Agrabah,2025-01-28 17:54:29.000837,2025-01-28 17:54:29.000838
Batch-299109,2023-09-08,Illumina,Hogwarts,2025-01-28 17:54:29.000856,2025-01-28 17:54:29.000857
Batch-858368,2023-06-21,Illumina,Hogwarts,2025-01-28 17:54:29.000875,2025-01-28 17:54:29.000876
Batch-048235,2023-03-25,nanopore,Hogwarts,2025-01-28 17:54:29.000899,2025-01-28 17:54:29.000899
Batch-466551,2023-12-28,nanopore,Hogwarts,2025-01-28 17:54:29.000922,2025-01-28 17:54:29.000923
Batch-053223,2024-11-08,Illumina,Gilead,2025-01-28 17:54:29.000946,2025-01-28 17:54:29.000947
Batch-912810,2024-01-28,nanopore,Hogwarts,2025-01-28 17:54:29.000970,2025-01-28 17:54:29.000971
Batch-801452,2023-02-10,Illumina,Gilead,2025-01-28 17:54:29.000994,2025-01-28 17:54:29.000995
Batch-083159,2023-04-19,nanopore,Narnia,2025-01-28 17:54:29.001013,2025-01-28 17:54:29.001014
Batch-424957,2024-02-07,Illumina,Hogwarts,2025-01-28 17:54:29.001037,2025-01-28 17:54:29.001038
Batch-020337,2023-06-12,Illumina,Hogwarts,2025-01-28 17:54:29.001056,2025-01-28 17:54:29.001057
Batch-876672,2024-03-07,nanopore,Hogwarts,2025-01-28 17:54:29.001079,2025-01-28 17:54:29.001080
Batch-333602,2023-12-16,nanopore,Gilead,2025-01-28 17:54:29.001102,2025-01-28 17:54:29.001103
Batch-718816,2024-08-26,Illumina,Wakanda,2025-01-28 17:54:29.001121,2025-01-28 17:54:29.001122
Batch-311936,2024-06-14,Illumina,Hogwarts,2025-01-28 17:54:29.001140,2025-01-28 17:54:29.001141
Batch-361555,2024-05-01,Illumina,Hogwarts,2025-01-28 17:54:29.001159,2025-01-28 17:54:29.001159
Batch-782387,2024-07-18,nanopore,Gilead,2025-01-28 17:54:29.001178,2025-01-28 17:54:29.001178
Batch-077438,2024-07-03,Illumina,Agrabah,2025-01-28 17:54:29.001197,2025-01-28 17:54:29.001197
Batch-051764,2023-06-09,nanopore,Gilead,2025-01-28 17:54:29.001216,2025-01-28 17:54:29.001216
Batch-288306,2023-12-09,Illumina,Hogwarts,2025-01-28 17:54:29.001239,2025-01-28 17:54:29.001240
Batch-854606,2024-11-06,nanopore,Agrabah,2025-01-28 17:54:29.001262,2025-01-28 17:54:29.001263
Batch-286243,2023-02-20,Illumina,Asgard,2025-01-28 17:54:29.001285,2025-01-28 17:54:29.001286
Batch-523483,2024-09-13,Illumina,Hogwarts,2025-01-28 17:54:29.001304,2025-01-28 17:54:29.001305
Batch-151017,2023-09-25,Illumina,Hogwarts,2025-01-28 17:54:29.001323,2025-01-28 17:54:29.001324
Batch-226738,2024-02-29,Illumina,Gilead,2025-01-28 17:54:29.001347,2025-01-28 17:54:29.001347
Batch-394181,2023-07-08,nanopore,Pandora,2025-01-28 17:54:29.001366,2025-01-28 17:54:29.001366
Batch-549926,2023-08-13,nanopore,Gilead,2025-01-28 17:54:29.001384,2025-01-28 17:54:29.001385
Batch-995799,2023-10-24,Illumina,Panem,2025-01-28 17:54:29.001403,2025-01-28 17:54:29.001404
Batch-882422,2024-05-23,Illumina,Hogwarts,2025-01-28 17:54:29.001422,2025-01-28 17:54:29.001423
Batch-141887,2024-06-19,Illumina,Middle-Earth,2025-01-28 17:54:29.001441,2025-01-28 17:54:29.001442
Batch-481413,2024-04-07,Illumina,Hogwarts,2025-01-28 17:54:29.001460,2025-01-28 17:54:29.001461
Batch-352822,2023-09-16,Illumina,Wakanda,2025-01-28 17:54:29.001479,2025-01-28 17:54:29.001480
Batch-229644,2024-09-02,Illumina,Gilead,2025-01-28 17:54:29.001498,2025-01-28 17:54:29.001499
Batch-021326,2024-10-26,Illumina,Hogwarts,2025-01-28 17:54:29.001517,2025-01-28 17:54:29.001517
Batch-783006,2024-03-08,nanopore,Gilead,2025-01-28 17:54:29.001540,2025-01-28 17:54:29.001540
Batch-110739,2023-12-16,Illumina,Hogwarts,2025-01-28 17:54:29.001563,2025-01-28 17:54:29.001564
Batch-126236,2025-01-13,Illumina,Middle-Earth,2025-01-28 17:54:29.001586,2025-01-28 17:54:29.001587
Batch-823641,2023-07-02,nanopore,Hogwarts,2025-01-28 17:54:29.001605,2025-01-28 17:54:29.001606
Batch-370980,2024-03-26,Illumina,Hogwarts,2025-01-28 17:54:29.001628,2025-01-28 17:54:29.001629
